Station,OriginalDrainageArea,HasShapefile,BorderStation,GoesOutsidePDA,FinalArea,Comments
03OB005,NA,No,,,NA,Does not appear to be a downstream station 
03OB007,NA,No,,,NA,Does not appear to be a downstream station 
03OD007,1750,No,,,1750,
03OD008,NA,No,,,NA,Does not appear to be a downstream station 
03OD009,NA,No,,,NA,Does not appear to be a downstream station 
03QC003,NA,No,,,1604,Most downstream station (drainage area has been estimated with shapefile)
03QC004,NA,No,,,592,Most downstream station (drainage area has been estimated with shapefile)
04AA003,9010,No,,,9010,
04CA002,36500,No,,,36500,
04CA003,619,No,,,619,
04CA004,NA,No,,,NA,Does not appear to be a downstream station 
04CA005,NA,No,,,NA,Does not appear to be a downstream station 
04CB001,10800,No,,,10800,
04DA001,5960,No,,,5960,
04DA002,19000,No,,,19000,
04DB001,7950,No,,,7950,
04DC001,50000,No,,,50000,
04DC002,4710,No,,,4710,
04EA001,10400,No,,,10400,
04FA001,9010,No,,,9010,
04FA002,1540,No,,,1540,
04FA003,4900,No,,,4900,
04FB001,24200,No,,,24200,
04FC001,36000,No,,,36000,
04FC003,NA,No,,,NA,Does not appear to be a downstream station 
04GA002,5390,No,,,5390,
04GA003,2230,No,,,2230,
04GB004,11200,No,,,11200,
04GC002,16300,No,,,16300,
04GD001,32400,No,,,32400,
04HA001,118000,No,,,118000,
04HA002,NA,No,,,126779,"Most downstream station (estimate drainage area) - very large drainage area, difficult to estimate. Area estimated by adding the extra portion captured by this station to the area of the station just downstream (04HA001). "
04JG001,26200,No,,,26200,
04KA001,4250,No,,,4250,
04LA003,872,No,,,872,
04LE002,432,No,,,432,
04LG004,60100,No,,,60100,
04LM001,22900,No,,,22900,
04ME003,27500,No,,,27500,
04ME005,326.27,No,,,326.27,
04MF001,6680,No,,,6680,
04NA001,3680,No,,,3680,
05AA004,157.5,No,,,157.5,
05AA030,63.3,No,,,63.3,
05AA035,1834.1,No,,,1834.1,
05AB019,NA,No,,,NA,Does not appear to be a downstream station 
05AB042,NA,No,,,NA,Does not appear to be a downstream station 
05AB045,85.7,No,,,85.7,Does not appear to be a downstream station 
05AC017,NA,No,,,NA,Does not appear to be a downstream station 
05AC902,NA,No,,,NA,Does not appear to be a downstream station 
05AC938,NA,No,,,NA,Does not appear to be a downstream station 
05AD013,NA,No,,,NA,Does not appear to be a downstream station 
05AD017,NA,No,,,NA,Does not appear to be a downstream station 
05AD021,NA,No,,,NA,Does not appear to be a downstream station 
05AD027,NA,No,,,NA,Does not appear to be a downstream station 
05AD028,1631.4,No,,,1631.4,Does not appear to be a downstream station 
05AD037,NA,No,,,NA,Does not appear to be a downstream station 
05AE021,NA,No,,,NA,Does not appear to be a downstream station 
05AE026,NA,No,,,NA,Does not appear to be a downstream station 
05AE027,1206.4,No,,,1206.4,Does not appear to be a downstream station 
05AE029,NA,No,,,NA,Does not appear to be a downstream station 
05AH041,438.8,No,,,438.8,Does not appear to be a downstream station 
05AH044,NA,No,,,NA,Does not appear to be a downstream station 
05AH047,82.3,No,,,82.3,Does not appear to be a downstream station 
05BC008,40.9,No,,,40.9,Does not appear to be a downstream station 
05BD004,NA,No,,,NA,Does not appear to be a downstream station 
05BE007,NA,No,,,NA,Does not appear to be a downstream station 
05BF003,362,No,,,362,Does not appear to be a downstream station 
05BH013,36.9,No,,,36.9,Does not appear to be a downstream station 
05BH016,274.6,No,,,274.6,Does not appear to be a downstream station 
05BL015,NA,No,,,NA,Does not appear to be a downstream station 
05BL025,NA,No,,,NA,Does not appear to be a downstream station 
05BM015,NA,No,,,NA,Does not appear to be a downstream station 
05BM020,NA,No,,,NA,Does not appear to be a downstream station 
05BM021,NA,No,,,NA,Does not appear to be a downstream station 
05BN006,318.4,No,,,318.4,Does not appear to be a downstream station 
05BN008,NA,No,,,NA,Does not appear to be a downstream station 
05CB007,5593.6,No,,,5593.6,Does not appear to be a downstream station 
05CD004,15100,No,,,15100,Does not appear to be a downstream station 
05CE002,2428.6,No,,,2428.6,Does not appear to be a downstream station 
05CG007,NA,No,,,NA,Does not appear to be a downstream station 
05CK001,699.3,No,,,699.3,Does not appear to be a downstream station 
05DE006,20532.2,No,,,20532.2,"Based on the size here, this stations drainage area might extend into other PDAs, but it doesn't appear to be one of the most downstream stations "
05DF009,1107.8,No,,,1107.8,Does not appear to be a downstream station 
05HF015,46.1,No,,,46.1,Does not appear to be a downstream station 
05HH003,360,No,,,360,Does not appear to be a downstream station 
05JA005,966.18,No,,,966.18,Does not appear to be a downstream station 
05JA006,314.59,No,,,314.59,Does not appear to be a downstream station 
05JC005,NA,No,,,NA,Does not appear to be a downstream station 
05JF008,15.3,No,,,15.3,Does not appear to be a downstream station 
05JG006,NA,No,,,NA,Does not appear to be a downstream station 
05KA001,1170,No,,,1170,Does not appear to be a downstream station 
05LE001,4060,No,,,4060,Does not appear to be a downstream station 
05LL019,161000,No,,,161000,"Possibly most downstream station, its possible that the drainage area extends into the US, but there is no shapefile to estimate the Canadian portion"
05LN006,420,No,,,420,Does not appear to be a downstream station 
05MF024,994,No,,,994,Does not appear to be a downstream station 
05MG015,85.8,No,,,85.8,Does not appear to be a downstream station 
05MJ013,79.8,No,,,79.8,Does not appear to be a downstream station 
05NB038,NA,No,,,NA,Does not appear to be a downstream station 
05ND013,6050,No,,,6050,Does not appear to be a downstream station 
05OA001,455,No,,,455,Does not appear to be a downstream station 
05OA006,574,No,,,574,Does not appear to be a downstream station 
05OC017,119500,No,,,119500,Does not appear to be a downstream station 
05OC022,195,No,,,195,Does not appear to be a downstream station 
05OC029,NA,No,,,NA,Does not appear to be a downstream station 
05OD001,5020,No,,,5020,Does not appear to be a downstream station 
05OD034,NA,No,,,NA,Does not appear to be a downstream station 
05OG002,2300,No,,,2300,Does not appear to be a downstream station 
05OH007,580,No,,,580,Does not appear to be a downstream station 
05OJ019,278,No,,,278,Does not appear to be a downstream station 
05PA012,4510,No,,,4510,Does not appear to be a downstream station
05PE006,NA,No,,,NA,Does not appear to be a downstream station
05PF051,126000,No,,,126000,Does not appear to be a downstream station
05PF068,135000,No,,,105959,"Potential to be most downstream station (only one other station), unsure if the drainage area would cross US border. The new area was estimated by subtracting the part above the next most downstream station (05PF069) to the area for that station, which has a shapefile and was clipped to reflect the portions that cross the border. "
05PH007,864,No,,,864,Does not appear to be a downstream station
05RC001,5730,No,,,5730,Does not appear to be a downstream station
05SD005,601,No,,,601,Does not appear to be a downstream station
05UB008,NA,No,,,NA,Does not appear to be a downstream station
05UB009,NA,No,,,NA,Does not appear to be a downstream station
06CA001,7280,No,,,7280,Does not appear to be a downstream station
06EC002,261000,No,,,261000,Does not appear to be a downstream station
06JB001,5770,No,,,5770,Does not appear to be a downstream station
07BE003,57.38,No,,,57.38,Does not appear to be a downstream station
07BK012,1244.05,No,,,1244.05,Does not appear to be a downstream station
07DC001,5987.6,No,,,5987.6,Does not appear to be a downstream station
07DD003,NA,No,,,155056,"Potential to be most downstream station (only one other station), drainage area estimated from station with area (07DD001) just upstream by adding the additional area covered by this station."
07EC002,5560,No,,,5560,Does not appear to be a downstream station
07EC003,3060,No,,,3060,Does not appear to be a downstream station
07HA914,22.1,No,,,22.1,Does not appear to be a downstream station
07HD001,216813,No,,,216813,Does not appear to be a downstream station
07KF015,NA,No,,,155072,"Most downstream station, drainage area estimated from station with area (07DD001) just upstream by adding the additional area covered by this station. "
07PA001,18500,No,,,18500,Does not appear to be a downstream station
07QC008,169,No,,,169,Does not appear to be a downstream station
07SA004,1520,No,,,1520,Does not appear to be a downstream station
07SC001,2850,No,,,2850,Does not appear to be a downstream station
07UC001,15600,No,,,15600,Does not appear to be a downstream station
08DA005,218,No,,,218,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08DA012,8.64,No,,,8.64,Does not appear to be a downstream station
08EB003,26000,No,,,26000,Does not appear to be a downstream station
08EB005,12400,No,,,12400,Does not appear to be a downstream station
08EC001,6350,No,,,6350,Does not appear to be a downstream station
08EC004,808,No,,,808,Does not appear to be a downstream station
08EC014,NA,No,,,NA,Does not appear to be a downstream station
08ED004,4.22,No,,,4.22,Does not appear to be a downstream station
08EE005,8940,No,,,8940,Does not appear to be a downstream station
08EG018,7.16,No,,,7.16,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08FB011,NA,No,,,3809,Most downstream station (drainage area estimated from shapefile) 
08FE002,NA,No,,,49,"Potential to be most downstream station (only one other station), estimated drainage area from shapefile"
08FF006,3.19,No,,,3.19,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08GA031,197,No,,,197,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08GA047,32.6,No,,,32.6,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08GA071,1200,No,,,1200,Does not appear to be a downstream station
08GB014,135,No,,,135,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08GC005,NA,No,,,NA,Does not appear to be a downstream station
08GC006,NA,No,,,NA,Does not appear to be a downstream station
08GC007,NA,No,,,NA,Does not appear to be a downstream station
08HA069,8.12,No,,,8.12,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08HA072,3.81,No,,,3.81,Does not appear to be a downstream station
08HB022,15,No,,,15,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08HB025,87.9,No,,,87.9,Does not appear to be a downstream station
08HB029,237,No,,,237,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08HB041,62.2,No,,,62.2,Does not appear to be a downstream station
08HB074,213,No,,,213,Does not appear to be a downstream station
08HB092,211,No,,,211,Does not appear to be a downstream station
08HC005,60,No,,,60,Does not appear to be a downstream station
08HC006,NA,No,,,NA,Does not appear to be a downstream station
08HD023,38,No,,,38,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08HD026,NA,No,,,NA,Does not appear to be a downstream station
08HD027,215,No,,,215,Does not appear to be a downstream station
08HD029,NA,No,,,NA,Does not appear to be a downstream station
08HD032,NA,No,,,NA,Does not appear to be a downstream station
08HE008,14.6,No,,,14.6,"Appears to be most downstream station, but DA likely does not cross into Fraser - lower mainland"
08JA013,NA,No,,,NA,Does not appear to be a downstream station
08JA015,86.5,No,,,86.5,"Appears to be most downstream station, but DA is likely contained within Fraser - lower mainland PDA"
08JB013,9.08,No,,,9.08,Does not appear to be a downstream station
08JD006,403,No,,,336,"Appears to be most downstream station, and DA appears to cross into Pacific coastal PDA (drainage area estimated from clipped DA shapefile)"
08KE018,79900,No,,,79900,Does not appear to be a downstream station
08LB076,166,No,,,166,Does not appear to be a downstream station
08LE108,20.8,No,,,20.8,Does not appear to be a downstream station
08LF023,37800,No,,,37800,Does not appear to be a downstream station
08LG008,775,No,,,775,Does not appear to be a downstream station
08MC039,192,No,,,192,Does not appear to be a downstream station
08MF035,218000,No,,,218000,Does not appear to be a downstream station
08MH126,232000,No,,,232000,"Appears to be most downstream station, but DA is likely contained within Fraser - lower mainland PDA"
08MH156,12.2,No,,,12.2,Does not appear to be a downstream station
08MH168,NA,No,,,NA,Does not appear to be a downstream station
08ND025,NA,No,,,NA,Does not appear to be a downstream station
08NE123,99.6,No,,,99.6,Does not appear to be a downstream station
08NG077,208,No,,,208,Does not appear to be a downstream station
08NK030,NA,No,,,NA,Does not appear to be a downstream station
08NM037,101,No,,,101,Does not appear to be a downstream station
08NM134,34.6,No,,,34.6,Does not appear to be a downstream station
08NM146,15.3,No,,,15.3,Does not appear to be a downstream station
08NM241,4.5,No,,,4.5,Does not appear to be a downstream station
08NM242,3.73,No,,,3.73,Does not appear to be a downstream station
08NM247,7150,No,,,7150,Does not appear to be a downstream station
08OA002,480,No,,,480,"Appears to be most downstream station, but DA is likely contained within Pacific coastal PDA"
08OA003,NA,No,,,0.07,Most downstream station (drainage area estimated from shapefile) 
08OA005,10.6,No,,,10.6,"Appears to be most downstream station, but DA is likely contained within Pacific coastal PDA"
08OB002,76.7,No,,,76.7,"Appears to be most downstream station, but DA is likely contained within Pacific coastal PDA"
08PA004,987,No,,,987,"Appears to be most downstream station, but DA is likely contained within Fraser - lower mainland PDA"
09AA018,NA,No,,,NA,Does not appear to be a downstream station
09AH001,81800,No,,,81800,Does not appear to be a downstream station
09AH005,552,No,,,552,Does not appear to be a downstream station
09BA002,5020,No,,,5020,Does not appear to be a downstream station
09BB001,997,No,,,997,Does not appear to be a downstream station
09BC002,18400,No,,,18400,Does not appear to be a downstream station
09DA001,4840,No,,,4840,Does not appear to be a downstream station
09EA005,860,No,,,860,Does not appear to be a downstream station
09EB001,264000,No,,,264000,"Most downstream station, but DA is likely contained within the Yukon PDA"
09FA001,6730,No,,,6730,Does not appear to be a downstream station
09FB002,1720,No,,,1720,Does not appear to be a downstream station
10AD002,2150,No,,,2150,Does not appear to be a downstream station
10BD001,7280,No,,,7280,Does not appear to be a downstream station
10BE013,3740,No,,,3740,Does not appear to be a downstream station
10DA001,22400,No,,,22400,Does not appear to be a downstream station
10EC002,495,No,,,495,Does not appear to be a downstream station
10EC003,NA,No,,,NA,Does not appear to be a downstream station
10FB001,980000,No,,,980000,"Drainage area likely extends into the Peace Athabasca PDA, but is not a most downstream station"
10LC002,NA,No,,,NA,"Appears to be most downstream station, unsure how to estimate the overall drainage area as it is very large/complex"
10MC003,NA,No,,,NA,"Most downstream station, unsure how to estimate the overall drainage area as it is very large/complex"
10MC008,NA,No,,,NA,"Most downstream station, unsure how to estimate the overall drainage area as it is very large/complex and may possibly extend into Peace Athabasca PDA (can't estimate from upstream DA's)"
10MD002,1500,No,,,1500,"Appears to be most downstream station, but DA is likely contained within Arctic Coast - Islands PDA"
10PA002,2012,No,,,2012,Does not appear to be a downstream station
10PB001,19200,No,,,19200,Does not appear to be a downstream station
10QC001,16800,No,,,16800,"Appears to be most downstream station, but DA is likely contained within Arctic Coast - Islands PDA"
10RA001,19600,No,,,19600,Does not appear to be a downstream station
11AA031,11715.1,No,,,4044,"Most downstream station and drainage area extends into the US, clipped drainage area estimated with shapefile"
11AA032,157.6,No,,,0,Drainage area appears to be entirely in the US
11AB018,NA,No,,,NA,Does not appear to be a downstream station
11AB020,NA,No,,,NA,Does not appear to be a downstream station
11AB044,NA,No,,,NA,Does not appear to be a downstream station
11AB058,NA,No,,,NA,Does not appear to be a downstream station
11AB060,NA,No,,,NA,Does not appear to be a downstream station
11AB077,NA,No,,,NA,Does not appear to be a downstream station
11AB078,NA,No,,,NA,Does not appear to be a downstream station
11AB084,NA,No,,,NA,Does not appear to be a downstream station
11AB085,NA,No,,,NA,Does not appear to be a downstream station
11AB102,NA,No,,,NA,Does not appear to be a downstream station
11AB114,370,No,,,370,Does not appear to be a downstream station
11AB115,370,No,,,370,Does not appear to be a downstream station
11AC052,NA,No,,,NA,Does not appear to be a downstream station
11AC054,NA,No,,,3482,Most downstream station (drainage area estimated with shapefile) 
11AC060,NA,No,,,NA,Does not appear to be a downstream station
11AC064,NA,No,,,NA,Does not appear to be a downstream station
11AC065,NA,No,,,NA,Does not appear to be a downstream station
11AC066,NA,No,,,NA,Does not appear to be a downstream station
11AC068,NA,No,,,NA,Does not appear to be a downstream station
11AC069,NA,No,,,NA,Does not appear to be a downstream station
11AE008,928,No,,,909,"Most downstream station and drainage area extends into the US, clipped DA area estimated with shapefile"
11AE014,143,No,,,143,Does not appear to be a downstream station
11AE015,880,No,,,880,Does not appear to be a downstream station
